;modelo;combustivel;preco;ano;km;cor;cambio;cidade;airbag motorista;freios ABS;airbag passageiro;ar-condicionado;direção elétrica;volante com regulagem de altura;travas elétricas;cd player com MP3;entrada USB;vidros elétricos dianteiros;limajuste de alturap. traseiro;desemb. traseiro;alarme;câmbio automático;ajuste de altura;distribuição eletrônica de frenagem,;controle de tração;retrovisores elétricos;piloto automático;Kit Multimídia;bancos de couro;limp. traseiro;longitude;latitude;cilindrada
108;Citroën C3 Exclusive Solaris 1.6 16V (flex) (aut) 2012;Flex; 33.900,00;2012;54.000;Branco;1;Foz do Iguaçu;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-54.582689;-25.542748;1600.0
109;Chevrolet Agile LTZ 1.4 8V (Flex) 2011;Flex; 32.900,00;2011;138.109;Prata;0;São Roque;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;-47.13567;-23.522598;1400.0
110;Renault Kwid 1.0 Zen 2022;Flex; 53.270,00;2021;38.442;Branco;0;Palmas;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;-51.988812;-26.483868;1000.0
111;Nissan Livina S 1.6 16V (flex) 2012;Flex; 27.990,00;2011;206.874;Preto;0;Içara;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;1;-49.308654;-28.713206;1600.0
112;Ford Fiesta Sedan 1.6 (Flex) 2011;Flex; 29.990,00;2010;98.989;Preto;0;Cuiabá;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-56.097397;-15.600979;1600.0
113;Chevrolet Vectra Elegance 2.0 (Flex) 2007;Flex; 33.900,00;2006;135.708;Prata;0;Curitiba;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;-49.264622;-25.419547;2000.0
114;Fiat Strada Fire 1.4 (Flex) 2008;Flex; 28.900,00;2008;300;Branco;0;Alvorada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.124926;-12.478465;1400.0
115;Chevrolet Classic LS VHC E 1.0 (Flex) 2014;Flex; 28.900,00;2013;94.000;Prata;0;São José do Rio Preto;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-49.375767;-20.811289;1000.0
116;Volkswagen Saveiro 1.6 G4 (Flex) 2009;Flex; 34.900,00;2008;300;Branco;0;Almirante Tamandaré;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.303733;-25.318819;1600.0
117;Chevrolet Agile LTZ 1.4 8V (Flex) 2011;Flex; 32.900,00;2010;109.000;Vermelho;0;Jundiaí;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;0;1;-46.897358;-23.185218;1400.0
118;Fiat Palio Attractive 1.4 8V (Flex) 2012;Flex; 34.990,00;2012;103.295;Cinza;0;Campinas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1400.0
119;Fiat Siena Fire 1.0 8V (Flex) 2008;Flex; 24.900,00;2007;158.680;Preto;0;Bauru;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-49.087142;-22.324569;1000.0
120;Hyundai HB20 1.0 Evolution 2022;Flex; 71.080,00;2022;47.183;Prata;0;Petrolina;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;1;-40.502731;-9.388662;1000.0
121;Ford Fiesta Sedan 1.6 Rocam (Flex) 2013;Flex; 35.800,00;2013;124.000;Prata;0;Votuporanga;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-49.978112;-20.423659;1600.0
122;Nissan Versa 1.6 16V SV 2013;Flex; 38.900,00;2012;88.000;Prata;0;Fortaleza;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;-38.542298;-3.716638;1600.0
123;Nissan March 1.6 16V SV (Flex) 2014;Flex; 38.990,00;2013;98.000;Prata;0;Campo Grande;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-54.629463;-20.448589;1600.0
124;Citroën Xsara Picasso GLX 1.6 16V (flex) 2012;Flex; 26.990,00;2011;160.000;Preto;0;Canoas;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51.185681;-29.912758;1600.0
125;Volkswagen T-Cross 1.4 250 TSI Highline (Aut) 2021;Flex; 120.140,00;2021;44.063;Cinza;1;São José;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;1;-48.636607;-27.613577;1400.0
126;Renault Sandero Expression 1.0 16V (Flex) 2016;Flex; 38.900,00;2015;78.000;Branco;0;São José dos Campos;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;1;-45.884115;-23.189554;1000.0
127;Renault Sandero Privilege 1.6 16V (Flex)(aut) 2012;Flex; 32.900,00;2012;99.000;Branco;1;Campos dos Goytacazes;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;1;-41.318055;-21.762171;1600.0
128;Volkswagen Parati Track Field 1.8 G4 (Flex) 2007;Flex; 32.990,00;2006;155.000;Prata;0;Curitiba;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1800.0
129;Renault Sandero Stepway 1.6 16V (Flex) 2010;Flex; 33.900,00;2010;98.000;Preto;1;Araraquara;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;-48.178014;-21.784511;1600.0
130;Volkswagen Fox Plus 1.6 8V (Flex) 2009;Flex; 30.900,00;2008;159.000;Prata;0;Mogi das Cruzes;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;-46.18541;-23.52082;1600.0
131;Ford Fiesta Hatch 1.6 (Flex) 2011;Flex; 29.900,00;2010;139.000;Preto;0;Franca;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-47.403861;-20.53523;1600.0
132;Fiat Uno Way 1.4 8V (Flex) 2p 2011;Flex; 32.900,00;2010;139.000;Azul;0;Sorocaba;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-47.445073;-23.496886;1400.0
133;Citroën C4 GLX 2.0 (aut) (flex) 2011;Flex; 33.900,00;2010;100.000;Vermelho;1;Belo Horizonte;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;1;-43.926572;-19.910183;2000.0
134;Fiat Palio Fire 1.0 8V (Flex) 2p 2015;Flex; 29.900,00;2014;172.000;Branco;0;Curitiba;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;-49.264622;-25.419547;1000.0
135;Renault Sandero Authentique 1.0 16V (Flex) 2016;Flex; 38.900,00;2015;103.132;Branco;0;Curitiba;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1000.0
136;Chevrolet Corsa Hatch Maxx 1.4 (Flex) 2012;Flex; 29.990,00;2012;173.499;Cinza;0;Belo Horizonte;0;0;0;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-43.926572;-19.910183;1400.0
137;Ford EcoSport Ecosport XLT 1.6 (Flex) 2009;Flex; 34.000,00;2008;130.000;Preto;0;Rondonópolis;1;0;1;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;-54.637173;-16.467251;1600.0
138;Fiat Uno Way 1.4 8V (Flex) 4p 2012;Flex; 32.000,00;2011;179.449;Cinza;0;São Paulo;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1400.0
139;Citroën C3 Exclusive 1.4 8V (flex) 2012;Flex; 26.990,00;2012;163.647;Preto;0;Belo Horizonte;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1;-43.926572;-19.910183;1400.0
140;Chevrolet Celta LS 1.0 (Flex) 2p 2013;Flex; 22.900,00;2013;121.000;Prata;0;São Bernardo do Campo;1;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;-46.564617;-23.691412;1000.0
141;Ford EcoSport Ecosport Freestyle 1.6 (Flex) 2009;Flex; 36.900,00;2009;128.000;Dourado;0;Brasília;1;0;1;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;-47.929657;-15.779522;1600.0
142;Citroën C3 Exclusive 1.6 16V (Flex)(aut) 2011;Flex; 32.900,00;2010;114.300;Prata;1;Volta Redonda;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;-44.099555;-22.520212;1600.0
143;Fiat Grand Siena 1.4 Attractive 2021;Flex; 57.500,00;2021;45.002;Preto;0;São José dos Campos;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-45.884115;-23.189554;1400.0
144;Peugeot 207 Hatch Active 1.4 (Flex) 2014;Flex; 27.900,00;2013;104.121;Branco;0;Três Lagoas;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;-51.700731;-20.784853;1400.0
145;Chevrolet Celta LT 1.0 (Flex) 2012;Flex; 28.900,00;2011;166.000;Preto;0;Curitiba;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1000.0
146;Fiat Palio Fire 1.0 8V (Flex) 4p 2013;Flex; 29.999,00;2013;109.000;Prata;0;Piracicaba;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-47.647612;-22.733801;1000.0
147;Ford Focus Sedan GLX 2.0 16V (Flex) 2011;Flex; 35.900,00;2010;147.000;Prata;1;Curitiba;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;-49.264622;-25.419547;2000.0
148;Fiat Uno 1.0 Attractive 2021;Flex; 49.990,00;2021;71.878;Branco;0;Sorocaba;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.445073;-23.496886;1000.0
149;Renault Sandero Stepway 1.6 16V Hi-Flex (aut) 2012;Flex; 38.900,00;2011;138.000;Vermelho;1;Mogi Guaçu;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;-46.9428;-22.367453;1600.0
150;Citroën C3 GLX 1.4 8V (flex) 2008;Flex; 23.900,00;2007;118.000;Preto;0;Mogi das Cruzes;0;0;0;1;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-46.18541;-23.52082;1400.0
151;Volkswagen Fox 1.0 8V (Flex) 4p 2010;Flex; 29.900,00;2009;156.300;Prata;0;Palhoça;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-48.669661;-27.645518;1000.0
152;Volkswagen Gol 1.0 TEC (Flex) 4p 2014;Flex; 38.000,00;2014;105.917;Branco;0;Lins;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;-49.752555;-21.67182;1000.0
153;Chevrolet Classic LS 1.0 VHCE (Flex) 2015;Flex; 35.900,00;2014;82.000;Prata;0;Jundiaí;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-46.897358;-23.185218;1000.0
154;Volkswagen Gol 1.0 8V (G4)(Flex)4p 2012;Flex; 28.990,00;2012;120.000;Vermelho;0;Gravataí;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-50.986891;-29.941319;1000.0
155;Ford Focus Hatch GL 1.6 16V (Flex) 2013;Flex; 37.900,00;2012;116.000;Prata;0;Belo Horizonte;1;0;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-43.926572;-19.910183;1600.0
156;Ford Ka 1.0 (Flex) 2011;Flex; 20.990,00;2010;133.000;Vermelho;0;Avaré;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-48.925052;-23.106732;1000.0
157;Fiat Palio ELX 1.0 (Flex) 4p 2011;Flex; 26.600,00;2010;111.000;Branco;0;São Carlos;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;-47.885971;-22.017395;1000.0
158;Volkswagen Gol 1.0 8V (G4)(Flex)4p 2014;Flex; 33.990,00;2013;192.000;Vermelho;0;Brasília;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.929657;-15.779522;1000.0
159;Volkswagen Gol 1.0 8V (G4)(Flex)4p 2014;Flex; 33.499,00;2014;86.000;Preto;0;São Paulo;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
160;CAOA Chery QQ Act 1.0 (Flex) 2019;Flex; 35.900,00;2018;40.846;Branco;0;Curitiba;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;-49.264622;-25.419547;1000.0
161;Renault Logan Expression 1.0 16V (flex) 2012;Flex; 27.800,00;2011;98.400;Prata;0;Belo Horizonte;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;-43.926572;-19.910183;1000.0
162;Fiat Uno Sporting 1.4 8V (Flex) 4p 2013;Flex; 36.900,00;2013;197.000;Preto;0;Santo André;1;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.543154;-23.67373;1400.0
163;Chevrolet Vectra GT 2.0 8V (Flex) 2009;Flex; 36.900,00;2008;100;Prata;0;Chapecó;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-52.61519;-27.100448;2000.0
164;Citroën C3 GLX 1.4 8V (flex) 2012;Flex; 29.900,00;2012;56.100;Prata;0;Porto Alegre;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;-51.206533;-30.031771;1400.0
165;Chevrolet Astra Hatch Advantage 2.0 (Flex) 2010;Flex; 32.490,00;2010;161.000;Verde;0;Piracicaba;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-47.647612;-22.733801;2000.0
166;Fiat Uno Vivace 1.0 8V (Flex) 4p 2011;Flex; 26.990,00;2010;148.000;Cinza;0;Hortolândia;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-47.214259;-22.852854;1000.0
167;Ford Fiesta Hatch SE Rocam 1.6 (Flex) 2014;Flex; 32.900,00;2013;175.000;Branco;0;Suzano;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;-46.311181;-23.544828;1600.0
168;Volkswagen Fox Plus 1.0 8V (Flex) 2009;Flex; 25.990,00;2009;210.000;Prata;0;Campinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1000.0
169;Ford Fiesta Sedan SE 1.6 Rocam (Flex) 2014;Flex; 38.990,00;2014;124.000;Prata;0;Guarulhos;0;0;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;0;-46.533347;-23.453758;1600.0
170;Volkswagen Gol 1.0 (G5) (Flex) 2012;Flex; 34.900,00;2011;168.621;Preto;0;Alvorada;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;-49.124926;-12.478465;1000.0
171;Chevrolet Vectra Elegance 2.0 (Flex) 2009;Flex; 32.500,00;2008;118.000;Prata;0;Cotia;1;0;0;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;-46.91902;-23.602177;2000.0
172;Ford Fiesta Sedan 1.0 (Flex) 2009;Flex; 22.900,00;2009;131.000;Preto;0;Piracicaba;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;-47.647612;-22.733801;1000.0
173;Volkswagen Fox City 1.0 8V (Flex) 2008;Flex; 22.900,00;2007;201.305;Preto;0;Jacareí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-45.965814;-23.29829;1000.0
174;Citroën Xsara Picasso Exclusive 1.6 16V (flex) 2012;Flex; 29.900,00;2011;N/D;Prata;0;Pelotas;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-52.337058;-31.764898;1600.0
175;Renault Sandero Stepway 1.6 8V (flex) 2014;Flex; 37.900,00;2014;104.000;Preto;0;Belém;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-48.489756;-1.455396;1600.0
176;Fiat Mobi Evo Easy 1.0 (Flex) 2018;Flex; 36.900,00;2017;82.123;Preto;0;Pato Branco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-52.67063;-26.229237;1000.0
177;Ford Fiesta Hatch Rocam 1.0 (Flex) 2013;Flex; 27.990,00;2013;111.111;Vermelho;0;Campinas;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1000.0
178;Renault Kangoo Express 1.6 16V Com Porta Lateral(Flex) 2012;Flex; 35.800,00;2011;98.000;Amarelo;0;São José do Rio Preto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.375767;-20.811289;1600.0
179;Renault Sandero Authentique 1.0 16V (flex) 2013;Flex; 29.900,00;2013;97.000;Prata;0;Mogi Guaçu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.9428;-22.367453;1000.0
180;Chevrolet Agile LTZ 1.4 8V (Flex) 2011;Flex; 32.890,00;2011;129.775;Preto;0;São Paulo;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;0;1;-46.63952;-23.532905;1400.0
181;Fiat Uno Vivace 1.0 8V (Flex) 4p 2012;Flex; 29.900,00;2011;101.810;Azul;0;Aparecida de Goiânia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.246856;-16.819804;1000.0
182;Kia Picanto EX 1.0 (Aut) 2011;Flex; 33.990,00;2010;60.000;Cinza;1;São Paulo;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
183;Nissan March 1.0 16V (Flex) 2014;Flex; 36.800,00;2013;108.800;Preto;0;Curitiba;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;-49.264622;-25.419547;1000.0
184;Renault Sandero Authentique 1.0 12V SCe (Flex) 2018;Flex; 38.900,00;2017;156.949;Cinza;0;Belo Horizonte;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-43.926572;-19.910183;1000.0
185;Chevrolet Montana LS 1.4 (Flex) 2012;Flex; 38.900,00;2011;123.456;Cinza;0;São Carlos;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.885971;-22.017395;1400.0
186;Ford Ka 1.0 (Flex) 2012;Flex; 23.887,00;2011;133.000;Vermelho;0;Sorocaba;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;-47.445073;-23.496886;1000.0
187;Chevrolet Meriva Maxx 1.4 (Flex) 2010;Flex; 28.500,00;2009;226.028;Preto;0;São José do Rio Preto;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-49.375767;-20.811289;1400.0
188;Ford Ka 1.0 (Flex) 2011;Flex; 22.000,00;2010;159.600;Preto;0;Itabuna;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-39.278056;-14.787573;1000.0
189;Fiat Uno Vivace 1.0 8V (Flex) 4p 2014;Flex; 33.990,00;2013;67.815;Prata;0;Chapecó;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;-52.61519;-27.100448;1000.0
190;Volkswagen Gol 1.6 VHT City (Flex) 4p 2013;Flex; 34.900,00;2013;145.000;Prata;0;Brasília;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;-47.929657;-15.779522;1600.0
191;Volkswagen Fox City 1.0 8V (Flex) 2009;Flex; 25.900,00;2008;120.100;Cinza;0;Sorocaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-47.445073;-23.496886;1000.0
192;Ford Fiesta Hatch Rocam 1.0 (Flex) 2013;Flex; 27.890,00;2013;142.950;Preto;0;Guarulhos;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.533347;-23.453758;1000.0
193;Ford Fiesta Hatch 1.0 (Flex) 2012;Flex; 25.990,00;2011;199.000;Preto;0;Guarulhos;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;-46.533347;-23.453758;1000.0
194;Fiat Uno Sporting 1.4 8V (Flex) 4p 2013;Flex; 34.900,00;2012;121.557;Branco;0;Londrina;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-51.1691;-23.303975;1400.0
195;Ford Ka 1.6 Sport (Flex) 2013;Flex; 28.900,00;2013;95.500;Preto;0;São José dos Pinhais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.203097;-25.531343;1600.0
196;Fiat Uno Mille Fire Economy Way 1.0 (Flex) 4p 2013;Flex; 29.900,00;2013;120.000;Cinza;0;Uberlândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-48.274934;-18.914142;1000.0
197;Ford Ka Hatch SE Plus 1.0 (Flex) 2015;Flex; 37.900,00;2014;168.780;Prata;0;São Paulo;1;1;1;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
198;Chevrolet Zafira Elite 2.0 (Flex) (Aut) 2011;Flex; 35.910,00;2010;213.000;Prata;1;Blumenau;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;-49.070904;-26.915501;2000.0
199;Chevrolet Corsa Hatch Maxx 1.4 (Flex) 2012;Flex; 33.900,00;2012;135.300;Preto;1;Santo André;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;-36.621339;-7.220157;1400.0
200;Fiat Uno Way 1.4 8V (Flex) 2p 2012;Flex; 33.990,00;2011;98.000;Bege;0;Fortaleza;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-38.542298;-3.716638;1400.0
201;Honda Fit LX 1.4 (flex) 2010;Flex; 38.900,00;2009;117.296;Cinza;0;Osasco;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;-46.791555;-23.53239;1400.0
202;Chevrolet Celta LT 1.0 (Flex) 2015;Flex; 38.000,00;2014;115.000;Branco;0;Jundiaí;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-46.897358;-23.185218;1000.0
203;Volkswagen Fox 1.0 TEC (Flex) 4p 2014;Flex; 37.990,00;2013;86.000;Branco;0;Campinas;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-47.06595;-22.905346;1000.0
204;Fiat Siena EL 1.0 8V (Flex) 2011;Flex; 27.900,00;2010;180.000;Azul;0;Bocaiúva do Sul;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-49.114131;-25.206591;1000.0
205;Fiat Uno Vivace 1.0 8V (Flex) 4p 2013;Flex; 35.900,00;2012;98.400;Azul;0;Novo Hamburgo;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-51.132828;-29.687548;1000.0
206;Citroën C3 GLX 1.4 8V (flex) 2012;Flex; 26.790,00;2011;97.585;Prata;0;São Paulo;0;0;0;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;1;-46.63952;-23.532905;1400.0
207;Volkswagen Gol 1.0 8V (G4)(Flex)4p 2014;Flex; 36.490,00;2013;107.251;Branco;0;Bebedouro;1;1;1;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;-48.479083;-20.949077;1000.0
208;Renault Sandero Expression 1.0 16V (flex) 2011;Flex; 25.990,00;2010;140.000;Vermelho;0;Campinas;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1000.0
209;Chevrolet Celta LT 1.0 (Flex) 2012;Flex; 28.900,00;2012;120.100;Prata;0;São Paulo;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
210;Volkswagen Polo Hatch. Sportline 1.6 8V (Flex) 2010;Flex; 35.900,00;2009;132.000;Prata;0;Jataí;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;-51.720424;-17.878383;1600.0
211;Chevrolet Astra Sedan Advantage 2.0 (Flex) 2011;Flex; 33.900,00;2010;134.000;Prata;0;São Paulo;1;0;0;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;0;1;0;0;-46.63952;-23.532905;2000.0
212;Chevrolet Meriva Maxx 1.4 (Flex) 2010;Flex; 31.900,00;2010;150.000;Preto;0;São Paulo;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-46.63952;-23.532905;1400.0
213;Chevrolet Celta LT 1.0 (Flex) 2015;Flex; 35.000,00;2015;95.000;Branco;0;Rio Branco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-58.125892;-15.248331;1000.0
214;Volkswagen Polo Sedan 1.6 8V (Flex) 2012;Flex; 37.490,00;2012;115.013;Preto;0;Campinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1600.0
215;Renault Clio Expression 1.0 16V (Flex) 2016;Flex; 33.900,00;2015;110.000;Branco;0;Jacareí;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-45.965814;-23.29829;1000.0
216;Volkswagen Gol 1.6 VHT City (Flex) 4p 2014;Flex; 36.900,00;2014;85.231;Prata;0;Curitiba;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1600.0
217;Citroën C3 Exclusive 1.6 16V (Flex)(aut) 2012;Flex; 33.990,00;2011;97.000;Vermelho;1;Curitiba;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;-49.264622;-25.419547;1600.0
218;Ford Focus Sedan GL 1.6 16V (Flex) 2012;Flex; 36.900,00;2011;143.180;Prata;0;Hortolândia;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.214259;-22.852854;1600.0
219;Ford Ka 1.0 (Flex) 2013;Flex; 26.900,00;2012;87.000;Branco;0;Ponta Grossa;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-50.166787;-25.091622;1000.0
220;Volkswagen Gol Power 1.6 MI (Flex) 2005;Flex; 24.890,00;2004;240.000;Prata;0;Sertãozinho;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-47.987496;-21.131596;1600.0
